LOCATION,STATE,FILTER,fips,COMFIRMED_COMFIRMED,DEATH,ADDED,RECOVERED,geoid,CONCA,Pop,HospitalBeds
Oglethorpe,Georgia,,13221,2,1,0,0,13221,Oglethorpe Georgia,14899,0
Ohio,Indiana,,18115,1,0,0,0,18115,Ohio Indiana,6128,0
Ohio,Kentucky,,21183,1,0,0,0,21183,Ohio Kentucky,23842,25
Ohio,West Virginia,,54069,18,0,-1,0,54069,Ohio West Virginia,44443,650
Okaloosa,Florida,,12091,78,1,9,0,12091,Okaloosa Florida,180822,673
Okanogan,Washington,,53047,10,0,1,0,53047,Okanogan Washington,41120,91
Okeechobee,Florida,,12093,4,0,0,0,12093,Okeechobee Florida,39996,100
Oklahoma,Oklahoma,,40109,317,15,14,0,40109,Oklahoma Oklahoma,718633,4624
Okmulgee,Oklahoma,,40111,11,0,0,0,40111,Okmulgee Oklahoma,40069,137
Oktibbeha,Mississippi,,28105,30,1,1,0,28105,Oktibbeha Mississippi,47671,96
Oldham,Kentucky,,21185,8,0,0,0,21185,Oldham Kentucky,60316,187
Oldham,Texas,,48359,3,1,0,0,48359,Oldham Texas,2052,0
Oliver,North Dakota,,38065,1,0,0,0,38065,Oliver North Dakota,1846,0
Olmsted,Minnesota,,27109,108,2,5,0,27109,Olmsted Minnesota,144248,2120
Oneida,New York,,36065,125,2,7,0,36065,Oneida New York,234878,725
Oneida,Wisconsin,,55085,5,0,0,0,55085,Oneida Wisconsin,35998,172
Onondaga,New York,,36067,422,6,25,0,36067,Onondaga New York,467026,1672
Onslow,North Carolina,,37133,24,1,1,0,37133,Onslow North Carolina,177772,162
Ontario,New York,,36069,39,0,6,0,36069,Ontario New York,107931,399
Ontonagon,Michigan,,26131,0,0,0,0,26131,Ontonagon Michigan,6780,25
Orange,California,,6059,1016,17,85,0,6059,Orange California,3010232,7902
Orange,Florida,,12095,803,10,40,0,12095,Orange Florida,1145956,4751
Orange,Indiana,,18117,11,2,-3,0,18117,Orange Indiana,19840,24
Orange,New York,,36071,4075,107,246,0,36071,Orange New York,372813,902
Orange,North Carolina,,37135,81,0,8,0,37135,Orange North Carolina,133801,896
Orange,Texas,,48361,29,0,3,0,48361,Orange Texas,81837,0
Orange,Vermont,,50017,4,0,0,0,50017,Orange Vermont,28936,25
Orange,Virginia,,51137,7,0,0,0,51137,Orange Virginia,33481,0
Orangeburg,South Carolina,,45075,30,0,0,0,45075,Orangeburg South Carolina,92501,301
Oregon,Missouri,,29149,1,0,0,0,29149,Oregon Missouri,10881,0
Orleans,Louisiana,,22071,5070,208,128,0,22071,Orleans Louisiana,343829,1647
Orleans,New York,,36073,16,0,1,0,36073,Orleans New York,42883,39
Orleans,Vermont,,50019,8,0,0,0,50019,Orleans Vermont,27231,25
Osage,Kansas,,20139,3,0,0,0,20139,Osage Kansas,16295,0
Osage,Missouri,,29151,4,0,0,0,29151,Osage Missouri,13878,0
Osage,Oklahoma,,40113,33,5,-1,0,40113,Osage Oklahoma,47472,40
Osborne,Kansas,,20141,2,0,0,0,20141,Osborne Kansas,3858,25
Osceola,Florida,,12097,272,4,18,0,12097,Osceola Florida,268685,997
Osceola,Michigan,,26133,3,0,0,0,26133,Osceola Michigan,23528,25
Oscoda,Michigan,,26135,2,0,0,0,26135,Oscoda Michigan,8640,0
Oswego,New York,,36075,34,2,0,0,36075,Oswego New York,122109,158
Otero,Colorado,,8089,4,0,0,0,8089,Otero Colorado,18831,78
Otero,New Mexico,,35035,3,0,0,0,35035,Otero New Mexico,63797,112
Otoe,Nebraska,,31131,1,0,0,0,31131,Otoe Nebraska,15740,36
Otsego,Michigan,,26137,29,2,1,0,26137,Otsego Michigan,24164,46
Otsego,New York,,36077,38,1,4,0,36077,Otsego New York,62259,240
Ottawa,Kansas,,20143,3,0,0,0,20143,Ottawa Kansas,6091,42
Ottawa,Michigan,,26139,55,0,3,0,26139,Ottawa Michigan,263801,311
Ottawa,Ohio,,39123,6,0,1,0,39123,Ottawa Ohio,41428,25
Ottawa,Oklahoma,,40115,15,0,1,0,40115,Ottawa Oklahoma,31848,167
Otter Tail,Minnesota,,27111,2,0,0,0,27111,Otter Tail Minnesota,57303,133
Ouachita,Arkansas,,5103,1,0,0,0,5103,Ouachita Arkansas,26120,100
Ouachita,Louisiana,,22073,275,3,11,0,22073,Ouachita Louisiana,153720,679
Ouray,Colorado,,8091,3,0,0,0,8091,Ouray Colorado,4436,0
Out of CO,Colorado,,80008,0,1,0,0,80008,Out of CO Colorado,#N/A,#N/A
Out of HI,Hawaii,,80015,2,0,0,0,80015,Out of HI Hawaii,#N/A,#N/A
Out of MI,Michigan,1,,126,1,119,0,,Out of MI Michigan,#N/A,#N/A
Out of OK,Oklahoma,,80040,2,0,0,0,80040,Out of OK Oklahoma,#N/A,#N/A
Out of TN,Tennessee,1,,282,0,275,0,,Out of TN Tennessee,#N/A,#N/A
Outagamie,Wisconsin,,55087,25,1,0,0,55087,Outagamie Wisconsin,176695,517
Overton,Tennessee,,47133,5,0,1,0,47133,Overton Tennessee,22083,82
Owen,Indiana,,18119,17,0,0,0,18119,Owen Indiana,21575,0
Owyhee,Idaho,,16073,2,0,0,0,16073,Owyhee Idaho,11526,0
Oxford,Maine,,23017,12,0,0,0,23017,Oxford Maine,57833,75
Ozaukee,Wisconsin,,55089,70,7,4,0,55089,Ozaukee Wisconsin,86395,326
Page,Iowa,,19145,3,0,0,0,19145,Page Iowa,15932,50
Page,Virginia,,51139,3,0,0,0,51139,Page Virginia,24042,25
Palm Beach,Florida,,12099,1206,69,70,0,12099,Palm Beach Florida,1320134,4993
Palo Pinto,Texas,,48363,3,0,1,0,48363,Palo Pinto Texas,28111,74
Pamlico,North Carolina,,37137,3,0,0,0,37137,Pamlico North Carolina,13144,0
Panola,Mississippi,,28107,19,1,0,0,28107,Panola Mississippi,34707,112
Panola,Texas,,48365,4,1,0,0,48365,Panola Texas,23796,49
Park,Colorado,,8093,5,0,0,0,8093,Park Colorado,16206,0
Park,Montana,,30067,7,0,1,0,30067,Park Montana,15636,25
Park,Wyoming,,56029,1,0,0,0,56029,Park Wyoming,28205,50
Parke,Indiana,,18121,5,0,-1,0,18121,Parke Indiana,17339,0
Parker,Texas,,48367,6,0,0,0,48367,Parker Texas,116927,125
Pasco,Florida,,12101,125,2,5,0,12101,Pasco Florida,464697,1440
Pasquotank,North Carolina,,37139,10,0,1,0,37139,Pasquotank North Carolina,40661,182
Passaic,New Jersey,,34031,4372,71,268,0,34031,Passaic New Jersey,501226,1187
Patrick,Virginia,,51141,0,0,0,0,51141,Patrick Virginia,18490,0
Paulding,Georgia,,13223,66,1,6,0,13223,Paulding Georgia,142324,83
Paulding,Ohio,,39125,2,0,1,0,39125,Paulding Ohio,19614,25
Pawnee,Oklahoma,,40117,23,1,0,0,40117,Pawnee Oklahoma,16577,14
Payette,Idaho,,16075,6,1,0,0,16075,Payette Idaho,22623,0
Payne,Oklahoma,,40119,24,0,0,0,40119,Payne Oklahoma,77350,216
Peach,Georgia,,13225,19,2,3,0,13225,Peach Georgia,27695,25
Pearl River,Mississippi,,28109,60,3,4,0,28109,Pearl River Mississippi,55834,84
Pecos,Texas,,48371,1,0,0,0,48371,Pecos Texas,15507,41
Pemiscot,Missouri,,29155,3,0,0,0,29155,Pemiscot Missouri,18296,167
Pend Oreille,Washington,,53051,1,0,0,0,53051,Pend Oreille Washington,13001,74
Pender,North Carolina,,37141,2,0,0,0,37141,Pender North Carolina,52217,86
Pendleton,Kentucky,,21191,2,0,0,0,21191,Pendleton Kentucky,14877,0
Pendleton,West Virginia,,54071,1,0,0,0,54071,Pendleton West Virginia,7695,0
Pennington,South Dakota,,46103,6,1,0,0,46103,Pennington South Dakota,100948,509
Penobscot,Maine,,23019,31,0,0,0,23019,Penobscot Maine,153923,773
Peoria,Illinois,,17143,16,1,4,0,17143,Peoria Illinois,186494,1122
Pepin,Wisconsin,,55091,0,0,0,0,55091,Pepin Wisconsin,7469,25
Perquimans,North Carolina,,37143,2,0,0,0,37143,Perquimans North Carolina,13453,0
Perry,Alabama,,1105,0,0,-1,0,1105,Perry Alabama,10591,0
Perry,Arkansas,,5105,1,0,0,0,5105,Perry Arkansas,10445,0
Perry,Kentucky,,21193,3,0,0,0,21193,Perry Kentucky,28712,358
Perry,Mississippi,,28111,14,1,0,0,28111,Perry Mississippi,12250,22
Perry,Missouri,,29157,31,0,3,0,29157,Perry Missouri,18971,25
Perry,Ohio,,39127,6,0,2,0,39127,Perry Ohio,36058,0
Perry,Pennsylvania,,42099,13,1,4,0,42099,Perry Pennsylvania,45969,0
Perry,Tennessee,,47135,3,0,0,0,47135,Perry Tennessee,7915,53
Person,North Carolina,,37145,7,0,0,0,37145,Person North Carolina,39464,110
Petersburg,Alaska,,2195,2,0,0,0,2195,Petersburg Alaska,3815,27
Petersburg,Virginia,,51730,9,0,-1,0,51730,Petersburg Virginia,32420,572
Pettis,Missouri,,29159,3,0,0,0,29159,Pettis Missouri,42201,145
Phelps,Missouri,,29161,1,0,0,0,29161,Phelps Missouri,45156,242
Phelps,Nebraska,,31137,1,0,0,0,31137,Phelps Nebraska,9188,25
Philadelphia,Pennsylvania,,42101,4777,87,505,0,42101,Philadelphia Pennsylvania,1526006,8160
Phillips,Arkansas,,5107,1,0,0,0,5107,Phillips Arkansas,21757,155
Phillips,Colorado,,8095,4,0,1,0,8095,Phillips Colorado,4442,40
Piatt,Illinois,,17147,4,0,1,0,17147,Piatt Illinois,16729,16
Pickaway,Ohio,,39129,35,0,4,0,39129,Pickaway Ohio,55698,82
Pickens,Alabama,,1107,15,0,1,0,1107,Pickens Alabama,19746,56
Pickens,Georgia,,13227,10,2,0,0,13227,Pickens Georgia,29431,48
Pickens,South Carolina,,45077,21,0,0,0,45077,Pickens South Carolina,119224,164
Pierce,Georgia,,13229,36,1,8,0,13229,Pierce Georgia,18758,0
Pierce,North Dakota,,38069,2,0,0,0,38069,Pierce North Dakota,4357,25
Pierce,Washington,,53053,795,16,35,0,53053,Pierce Washington,795225,2408
Pierce,Wisconsin,,55093,7,0,0,0,55093,Pierce Wisconsin,41019,0
Pike,Alabama,,1109,16,0,2,0,1109,Pike Alabama,32899,97
Pike,Arkansas,,5109,1,0,0,0,5109,Pike Arkansas,11291,0
Pike,Georgia,,13231,10,0,0,0,13231,Pike Georgia,17869,0
Pike,Illinois,,17149,1,0,0,0,17149,Pike Illinois,16430,21
Pike,Kentucky,,21195,1,0,0,0,21195,Pike Kentucky,65024,374
Pike,Mississippi,,28113,33,1,2,0,28113,Pike Mississippi,40404,197
Pike,Missouri,,29163,4,0,0,0,29163,Pike Missouri,18516,25
Pike,Ohio,,39131,1,0,0,0,39131,Pike Ohio,28709,25
Pike,Pennsylvania,,42103,148,6,12,0,42103,Pike Pennsylvania,57369,0
Pima,Arizona,,4019,464,16,49,0,4019,Pima Arizona,980263,3018
Pinal,Arizona,,4021,124,0,4,0,4021,Pinal Arizona,375770,388
Pinellas,Florida,,12103,394,9,14,0,12103,Pinellas Florida,916542,4119
Pipestone,Minnesota,,27117,1,0,0,0,27117,Pipestone Minnesota,9596,44
Pitkin,Colorado,,8097,39,2,0,0,8097,Pitkin Colorado,17148,25
Pitt,North Carolina,,37147,51,1,7,0,37147,Pitt North Carolina,168148,909
Pittsburg,Oklahoma,,40121,7,0,0,0,40121,Pittsburg Oklahoma,45837,185
Pittsylvania,Virginia,,51143,3,0,0,0,51143,Pittsylvania Virginia,63506,0
Placer,California,,6061,117,4,11,0,6061,Placer California,348432,748
Plaquemines,Louisiana,,22075,123,7,8,0,22075,Plaquemines Louisiana,23042,0
Platte,Missouri,,29165,18,0,1,0,29165,Platte Missouri,89322,97
Platte,Nebraska,,31141,5,0,0,0,31141,Platte Nebraska,32237,51
Platte,Wyoming,,56031,0,0,-1,0,56031,Platte Wyoming,8667,25
Pleasants,West Virginia,,54073,1,0,0,0,54073,Pleasants West Virginia,7605,0
Plumas,California,,6063,3,0,0,0,6063,Plumas California,20007,87
Plymouth,Iowa,,19149,4,0,0,0,19149,Plymouth Iowa,24986,25
Plymouth,Massachusetts,,25023,1327,33,133,0,25023,Plymouth Massachusetts,494919,872
Poinsett,Arkansas,,5111,6,0,0,0,5111,Poinsett Arkansas,24583,0
Pointe Coupee,Louisiana,,22077,27,0,1,0,22077,Pointe Coupee Louisiana,22802,25
Polk,Arkansas,,5113,6,0,1,0,5113,Polk Arkansas,20662,65
Polk,Florida,,12105,206,5,9,0,12105,Polk Florida,602095,1793
Polk,Georgia,,13233,22,0,2,0,13233,Polk Georgia,41475,53
Polk,Iowa,,19153,134,4,7,0,19153,Polk Iowa,430640,1725
Polk,Minnesota,,27119,1,0,0,0,27119,Polk Minnesota,31600,92
Polk,Missouri,,29167,1,0,0,0,29167,Polk Missouri,31137,86
Polk,North Carolina,,37149,8,0,0,0,37149,Polk North Carolina,20510,35
Polk,Oregon,,41053,28,1,2,0,41053,Polk Oregon,75403,15
Polk,Tennessee,,47139,3,0,0,0,47139,Polk Tennessee,16825,0
Polk,Texas,,48373,8,0,0,0,48373,Polk Texas,45413,66
Pontotoc,Mississippi,,28115,13,1,1,0,28115,Pontotoc Mississippi,29957,25
Pontotoc,Oklahoma,,40123,9,0,0,0,40123,Pontotoc Oklahoma,37492,216
Pope,Arkansas,,5115,20,0,3,0,5115,Pope Arkansas,61754,170
Poquoson,Virginia,,51735,4,0,0,0,51735,Poquoson Virginia,12150,0
Portage,Ohio,,39133,108,8,7,0,39133,Portage Ohio,161419,302
Portage,Wisconsin,,55097,4,0,0,0,55097,Portage Wisconsin,70019,94
Porter,Indiana,,18127,85,0,1,0,18127,Porter Indiana,164343,317
Portsmouth,Virginia,,51740,41,0,5,0,51740,Portsmouth Virginia,95535,346
Posey,Indiana,,18129,5,0,0,0,18129,Posey Indiana,25910,0
Pottawatomie,Kansas,,20149,5,0,2,0,20149,Pottawatomie Kansas,21604,177
Pottawatomie,Oklahoma,,40125,20,1,1,0,40125,Pottawatomie Oklahoma,69442,136
Pottawattamie,Iowa,,19155,11,0,2,0,19155,Pottawattamie Iowa,93158,514
Potter,Pennsylvania,,42105,3,0,0,0,42105,Potter Pennsylvania,17457,59
Potter,Texas,,48375,47,1,6,0,48375,Potter Texas,121073,1146
Powell,Kentucky,,21197,1,0,0,0,21197,Powell Kentucky,12613,0
Power,Idaho,,16077,2,0,2,0,16077,Power Idaho,7817,10
Poweshiek,Iowa,,19157,6,1,0,0,19157,Poweshiek Iowa,18914,49
Powhatan,Virginia,,51145,4,0,0,0,51145,Powhatan Virginia,28046,0
Prairie,Arkansas,,5117,1,0,0,0,5117,Prairie Arkansas,8715,0
Pratt,Kansas,,20151,1,0,0,0,20151,Pratt Kansas,9656,85
Preble,Ohio,,39135,8,0,1,0,39135,Preble Ohio,42270,0
Prentiss,Mississippi,,28117,10,0,0,0,28117,Prentiss Mississippi,25276,114
Presque Isle,Michigan,,26141,1,0,0,0,26141,Presque Isle Michigan,13376,0
Preston,West Virginia,,54077,6,0,0,0,54077,Preston West Virginia,33520,25
Prince Edward,Virginia,,51147,3,0,0,0,51147,Prince Edward Virginia,23368,116
Prince George,Virginia,,51149,24,0,3,0,51149,Prince George Virginia,35725,0
Prince George's,Maryland,,24033,1310,32,290,0,24033,Prince George's Maryland,863420,836
Prince William,Virginia,,51153,263,1,27,0,51153,Prince William Virginia,402002,243
Providence,Rhode Island,,44007,832,3,210,0,44007,Providence Rhode Island,626667,3272
Pueblo,Colorado,,8101,45,2,1,0,8101,Pueblo Colorado,159063,1292
Pulaski,Arkansas,,5119,179,2,4,0,5119,Pulaski Arkansas,382748,3071
Pulaski,Georgia,,13235,8,0,0,0,13235,Pulaski Georgia,12010,49
Pulaski,Indiana,,18131,1,0,0,0,18131,Pulaski Indiana,13402,25
Pulaski,Kentucky,,21199,13,1,0,0,21199,Pulaski Kentucky,63063,295
Pulaski,Missouri,,29169,12,1,0,0,29169,Pulaski Missouri,52274,0
Pulaski,Virginia,,51155,2,0,0,0,51155,Pulaski Virginia,34872,135
Putnam,Florida,,12107,21,1,2,0,12107,Putnam Florida,74364,99
Putnam,Georgia,,13237,5,0,0,0,13237,Putnam Georgia,21218,25
Putnam,Indiana,,18133,27,1,2,0,18133,Putnam Indiana,37963,25
Putnam,New York,,36079,427,7,25,0,36079,Putnam New York,99710,164
Putnam,Ohio,,39137,0,0,0,0,39137,Putnam Ohio,34499,0
Putnam,Tennessee,,47141,81,0,24,0,47141,Putnam Tennessee,72321,247
Putnam,West Virginia,,54079,10,0,0,0,54079,Putnam West Virginia,55486,70
Queen Anne's,Maryland,,24035,16,0,1,0,24035,Queen Anne's Maryland,47798,0
Quitman,Georgia,,13239,4,0,1,0,13239,Quitman Georgia,2513,0
Quitman,Mississippi,,28119,12,0,3,0,28119,Quitman Mississippi,8223,0
Rabun,Georgia,,13241,5,0,0,0,13241,Rabun Georgia,16276,25
Racine,Wisconsin,,55101,66,2,0,0,55101,Racine Wisconsin,195408,715
Radford,Virginia,,51750,1,0,0,0,51750,Radford Virginia,16408,0
Raleigh,West Virginia,,54081,4,0,0,0,54081,Raleigh West Virginia,78859,473
Ralls,Missouri,,29173,1,0,0,0,29173,Ralls Missouri,10167,0
Ramsey,Minnesota,,27123,112,3,11,0,27123,Ramsey Minnesota,508640,1907
Ramsey,North Dakota,,38071,3,0,0,0,38071,Ramsey North Dakota,11451,25
Randall,Texas,,48381,40,1,4,0,48381,Randall Texas,120725,4
Randolph,Alabama,,1111,15,2,2,0,1111,Randolph Alabama,22913,34
Randolph,Arkansas,,5121,6,0,5,0,5121,Randolph Arkansas,17969,50
Randolph,Georgia,,13243,82,3,1,0,13243,Randolph Georgia,7719,25
Randolph,Illinois,,17157,31,0,4,0,17157,Randolph Illinois,33476,165
Randolph,Indiana,,18135,7,1,0,0,18135,Randolph Indiana,26171,25
Randolph,Missouri,,29175,7,0,0,0,29175,Randolph Missouri,25414,100
Randolph,North Carolina,,37151,37,2,2,0,37151,Randolph North Carolina,141752,145
Randolph,West Virginia,,54083,3,0,0,0,54083,Randolph West Virginia,29405,90
Rankin,Mississippi,,28121,79,2,1,0,28121,Rankin Mississippi,141617,2081
Rapides,Louisiana,,22079,135,4,6,0,22079,Rapides Louisiana,131613,906
Rappahannock,Virginia,,51157,1,0,0,0,51157,Rappahannock Virginia,7373,0
Ravalli,Montana,,30081,3,0,1,0,30081,Ravalli Montana,40212,37
Ray,Missouri,,29177,7,0,0,0,29177,Ray Missouri,23494,34
Red River,Louisiana,,22081,3,1,1,0,22081,Red River Louisiana,9091,37
Redwood,Minnesota,,27127,1,0,0,0,27127,Redwood Minnesota,16059,25
Reeves,Texas,,48389,1,0,0,0,48389,Reeves Texas,13783,25
Reno,Kansas,,20155,10,0,-1,0,20155,Reno Kansas,64511,223
Rensselaer,New York,,36083,88,3,0,0,36083,Rensselaer New York,159429,423
Renville,Minnesota,,27129,2,0,0,0,27129,Renville Minnesota,15730,16
Republic,Kansas,,20157,3,0,1,0,20157,Republic Kansas,4980,63
Reynolds,Missouri,,29179,2,0,0,0,29179,Reynolds Missouri,6696,0
Rhea,Tennessee,,47143,0,0,0,0,47143,Rhea Tennessee,31809,25
Rice,Minnesota,,27131,4,0,0,0,27131,Rice Minnesota,64142,49
Richland,Illinois,,17159,1,0,1,0,17159,Richland Illinois,16233,90
Richland,Louisiana,,22083,13,0,0,0,22083,Richland Louisiana,20725,56
Richland,Montana,,30083,2,0,2,0,30083,Richland Montana,9746,118
Richland,Ohio,,39139,25,0,5,0,39139,Richland Ohio,124475,398
Richland,South Carolina,,45079,340,7,0,0,45079,Richland South Carolina,384504,2585
Richland,Wisconsin,,55103,3,0,0,0,55103,Richland Wisconsin,18021,25
Richmond,Georgia,,13245,76,3,2,0,13245,Richmond Georgia,200549,2470
Richmond,North Carolina,,37153,2,0,1,0,37153,Richmond North Carolina,46639,163
Richmond,Virginia,,51159,2,0,0,0,51159,Richmond Virginia,9254,0
Richmond City,Virginia,,51760,119,0,9,0,51760,Richmond City Virginia,204214,1576
Riley,Kansas,,20161,19,0,2,0,20161,Riley Kansas,71115,109
Rio Arriba,New Mexico,,35039,6,0,0,0,35039,Rio Arriba New Mexico,40246,80
Rio Blanco,Colorado,,8103,1,0,0,0,8103,Rio Blanco Colorado,6666,46
Rio Grande,Colorado,,8105,5,0,0,0,8105,Rio Grande Colorado,11982,17
Ripley,Indiana,,18137,76,3,0,0,18137,Ripley Indiana,28818,25
Ripley,Missouri,,29181,2,0,0,0,29181,Ripley Missouri,14100,21
Riverside,California,,6065,1179,32,163,0,6065,Riverside California,2189641,3945
Roane,Tennessee,,47145,5,0,0,0,47145,Roane Tennessee,54181,54
Roane,West Virginia,,54087,2,0,0,0,54087,Roane West Virginia,14926,60
Roanoke,Virginia,,51161,9,0,1,0,51161,Roanoke Virginia,92376,110
Roanoke City,Virginia,,51770,14,0,2,0,51770,Roanoke City Virginia,97032,934
Roberts,South Dakota,,46109,4,0,0,0,46109,Roberts South Dakota,10149,25
Robertson,Tennessee,,47147,67,0,2,0,47147,Robertson Tennessee,66283,109
Robertson,Texas,,48395,2,0,0,0,48395,Robertson Texas,16622,0
Robeson,North Carolina,,37155,7,0,1,0,37155,Robeson North Carolina,134168,452
Rock,Wisconsin,,55105,37,2,0,0,55105,Rock Wisconsin,160331,564
Rock Island,Illinois,,17161,67,0,20,0,17161,Rock Island Illinois,147546,444
Rockbridge,Virginia,,51163,3,0,0,0,51163,Rockbridge Virginia,22307,0
Rockcastle,Kentucky,,21203,4,0,0,0,21203,Rockcastle Kentucky,17056,26
Rockdale,Georgia,,13247,86,2,1,0,13247,Rockdale Georgia,85215,146
Rockingham,New Hampshire,,33015,255,1,9,0,33015,Rockingham New Hampshire,295223,606
Rockingham,North Carolina,,37157,8,1,0,0,37157,Rockingham North Carolina,93643,352
Rockingham,Virginia,,51165,20,0,4,0,51165,Rockingham Virginia,76314,238
Rockland,New York,,36087,6413,154,423,0,36087,Rockland New York,311687,791
Rockwall,Texas,,48397,14,0,3,0,48397,Rockwall Texas,78337,170
Rogers,Oklahoma,,40131,19,0,2,0,40131,Rogers Oklahoma,86905,81
Rolette,North Dakota,,38079,0,0,0,0,38079,Rolette North Dakota,13937,25
Rooks,Kansas,,20163,2,0,2,0,20163,Rooks Kansas,5181,20
Roosevelt,Montana,,30085,2,0,1,0,30085,Roosevelt Montana,10425,45
Roosevelt,New Mexico,,35041,1,0,0,0,35041,Roosevelt New Mexico,19846,30
Roscommon,Michigan,,26143,6,0,0,0,26143,Roscommon Michigan,24449,0
Roseau,Minnesota,,27135,1,0,1,0,27135,Roseau Minnesota,15629,25
Ross,Ohio,,39141,10,0,1,0,39141,Ross Ohio,78064,261
Routt,Colorado,,8107,32,0,0,0,8107,Routt Colorado,23509,98
Rowan,North Carolina,,37159,64,2,2,0,37159,Rowan North Carolina,138428,268
Rush,Indiana,,18139,14,1,0,0,18139,Rush Indiana,17392,25
Rusk,Texas,,48401,14,0,1,0,48401,Rusk Texas,53330,96
Rusk,Wisconsin,,55107,3,0,0,0,55107,Rusk Wisconsin,14755,25
Russell,Alabama,,1113,14,0,2,0,1113,Russell Alabama,52947,118
Russell,Kentucky,,21207,1,0,0,0,21207,Russell Kentucky,17565,25
Russell,Virginia,,51167,1,0,0,0,51167,Russell Virginia,28897,78
Rutherford,North Carolina,,37161,25,0,4,0,37161,Rutherford North Carolina,67810,143
Rutherford,Tennessee,,47149,193,3,15,0,47149,Rutherford Tennessee,262604,488
Rutland,Vermont,,50021,31,0,0,0,50021,Rutland Vermont,61642,123
Sabine,Louisiana,,22085,7,0,0,0,22085,Sabine Louisiana,24233,44
Sacramento,California,,6067,580,22,55,0,6067,Sacramento California,1418788,3500
Sagadahoc,Maine,,23023,13,0,0,0,23023,Sagadahoc Maine,35293,0
Saginaw,Michigan,,26145,186,6,33,0,26145,Saginaw Michigan,200169,968
Saguache,Colorado,,8109,3,0,0,0,8109,Saguache Colorado,6108,0
Salem,New Jersey,,34033,36,3,5,0,34033,Salem New Jersey,66083,222
Salem,Virginia,,51775,1,0,0,0,51775,Salem Virginia,24802,794
Saline,Arkansas,,5125,33,0,0,0,5125,Saline Arkansas,107118,244
Saline,Illinois,,17165,2,0,1,0,17165,Saline Illinois,24913,98
Saline,Kansas,,20169,7,1,0,0,20169,Saline Kansas,55606,214
Saline,Missouri,,29195,5,0,0,0,29195,Saline Missouri,23370,75
Salt Lake,Utah,,49035,858,7,51,0,49035,Salt Lake Utah,1029655,2932
Saluda,South Carolina,,45081,5,0,0,0,45081,Saluda South Carolina,19875,0
Sampson,North Carolina,,37163,5,0,0,0,37163,Sampson North Carolina,63431,146
San Augustine,Texas,,48405,4,1,0,0,48405,San Augustine Texas,8865,18
San Benito,California,,6069,33,2,10,0,6069,San Benito California,55269,181
San Bernardino,California,,6071,547,17,17,0,6071,San Bernardino California,2035210,5906
San Diego,California,,6073,1454,31,50,0,6073,San Diego California,3095313,7623
San Francisco,California,,6075,676,10,54,0,6075,San Francisco California,805235,4733
San Jacinto,Texas,,48407,3,0,2,0,48407,San Jacinto Texas,26384,0
San Joaquin,California,,6077,223,13,6,0,6077,San Joaquin California,685306,1256
San Juan,New Mexico,,35045,173,0,17,0,35045,San Juan New Mexico,130044,267
San Juan,Utah,,49037,13,0,1,0,49037,San Juan Utah,14746,25
San Juan,Washington,,53055,12,0,2,0,53055,San Juan Washington,15769,25
San Luis Obispo,California,,6079,99,1,4,0,6079,San Luis Obispo California,269637,1747
San Mateo,California,,6081,617,21,28,0,6081,San Mateo California,718451,1781
San Miguel,Colorado,,8113,10,0,0,0,8113,San Miguel Colorado,7359,0
San Miguel,New Mexico,,35047,1,0,0,0,35047,San Miguel New Mexico,29393,175
San Patricio,Texas,,48409,7,0,5,0,48409,San Patricio Texas,64804,75
Sandoval,New Mexico,,35043,128,2,0,0,35043,Sandoval New Mexico,131561,271
Sandusky,Ohio,,39143,5,1,0,0,39143,Sandusky Ohio,60944,335
Sangamon,Illinois,,17167,33,2,2,0,17167,Sangamon Illinois,197465,1045
Sanilac,Michigan,,26151,22,2,5,0,26151,Sanilac Michigan,43114,65
Santa Barbara,California,,6083,218,2,26,0,6083,Santa Barbara California,423895,1054
Santa Clara,California,,6085,1380,46,95,0,6085,Santa Clara California,1781642,3831
Santa Cruz,Arizona,,4023,6,0,1,0,4023,Santa Cruz Arizona,47420,56
Santa Cruz,California,,6087,76,1,0,0,6087,Santa Cruz California,262382,375
Santa Fe,New Mexico,,35049,66,0,0,0,35049,Santa Fe New Mexico,144170,258
Santa Rosa,Florida,,12113,69,2,4,0,12113,Santa Rosa Florida,151372,385
Sarasota,Florida,,12115,180,7,8,0,12115,Sarasota Florida,379448,1618
Saratoga,New York,,36091,162,4,7,0,36091,Saratoga New York,219607,259
Sarpy,Nebraska,,31153,37,0,8,0,31153,Sarpy Nebraska,158840,176
Sauk,Wisconsin,,55111,20,2,0,0,55111,Sauk Wisconsin,61976,161
Saunders,Nebraska,,31155,4,0,0,0,31155,Saunders Nebraska,20780,16
Schenectady,New York,,36093,149,7,4,0,36093,Schenectady New York,154727,538
Schley,Georgia,,13249,10,1,0,0,13249,Schley Georgia,5010,0
Schoharie,New York,,36095,12,0,0,0,36095,Schoharie New York,32749,40
Schoolcraft,Michigan,,26153,1,0,1,0,26153,Schoolcraft Michigan,8485,12
Schuyler,New York,,36097,4,0,0,0,36097,Schuyler New York,18343,25
Schuylkill,Pennsylvania,,42107,136,0,17,0,42107,Schuylkill Pennsylvania,148289,361
Scioto,Ohio,,39145,1,0,0,0,39145,Scioto Ohio,79499,446
Scotland,Missouri,,29199,1,0,0,0,29199,Scotland Missouri,4843,25
